User ID,Age,Gender,Height (cm),Weight (kg),Workout Duration (mins),Calories Burned,Heart Rate (bpm),Steps Taken,Distance (km),Workout Intensity,Sleep Hours,Water Intake (liters),Daily Calories Intake,Resting Heart Rate (bpm),Mood After Workout,Mood Before Workout_Happy,Mood Before Workout_Neutral,Mood Before Workout_Stressed,Mood Before Workout_Tired,Workout Type_Cardio,Workout Type_Cycling,Workout Type_HIIT,Workout Type_Running,Workout Type_Strength,Workout Type_Yoga
6843,43,2,186,58,84,996,172,8578,7.91,0,5.6,1.9,3196,77,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6844,32,1,164,77,67,417,140,2210,11.88,1,7.4,1.9,2593,69,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6845,20,2,158,103,37,736,176,14605,14.44,0,6.5,1.9,2739,68,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6846,37,2,194,93,17,698,93,17171,5.9,0,4.5,1.9,2398,57,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6847,54,2,164,97,94,897,161,7856,14.4,2,9.4,1.9,3598,52,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6848,39,1,153,60,17,498,101,4712,11.13,1,6.8,1.9,2458,52,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6849,20,1,184,59,81,654,130,14913,1.03,1,8.8,1.9,3453,57,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6850,40,0,172,95,34,540,155,18780,6.87,0,7.8,1.9,3853,84,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6851,54,2,189,97,13,472,101,18640,11.93,1,9.5,1.9,1903,82,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6852,20,1,180,68,93,194,141,12345,10.65,0,5.5,1.9,2828,87,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6853,32,0,183,74,42,585,84,6853,3.12,0,9.0,1.9,3416,53,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6854,36,2,162,63,15,580,138,10902,9.44,2,9.1,1.9,2100,54,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6855,27,0,151,90,103,471,84,3312,8.67,1,7.2,1.9,3624,75,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6856,54,1,187,78,53,541,107,11048,4.38,0,6.8,1.9,3765,58,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6857,59,2,186,74,81,810,142,7830,1.95,2,6.7,1.9,1858,53,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6858,26,1,173,91,54,774,147,1982,6.72,1,7.1,1.9,2705,77,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6859,30,0,170,118,101,476,137,7620,4.29,0,4.9,1.9,3397,67,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6860,46,1,167,111,85,857,90,3068,10.91,2,7.8,1.9,3642,67,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6861,43,2,162,89,80,574,117,19309,0.51,0,9.7,1.9,1563,69,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6862,52,0,176,80,74,672,164,8650,5.08,0,9.1,1.9,2634,77,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6863,41,0,190,80,59,402,105,9872,4.57,0,9.0,1.9,3697,56,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6864,22,0,163,108,52,229,117,7900,9.01,2,6.4,1.9,3941,77,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6865,54,0,198,63,49,893,177,10001,5.93,0,9.2,1.9,2091,81,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6866,58,1,163,118,119,594,159,6749,4.69,1,9.3,1.9,2428,88,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6867,58,0,155,95,40,801,107,5220,1.95,2,6.0,1.9,2524,62,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6868,51,2,188,102,40,143,91,12056,1.92,1,5.5,1.9,3604,72,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6869,58,2,155,66,43,712,158,12400,5.83,2,6.5,1.9,3008,74,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6870,35,0,180,64,64,889,98,11711,2.09,2,4.9,1.9,3909,82,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6871,55,0,167,70,66,839,173,19124,5.82,2,9.0,1.9,2285,82,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6872,50,0,192,52,43,602,151,16927,14.52,0,4.9,1.9,2279,62,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6873,24,0,154,53,102,251,81,8332,8.76,0,4.1,1.9,2662,72,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6874,44,2,172,74,43,537,149,11828,12.54,1,7.5,1.9,2336,87,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6875,55,0,174,78,44,232,145,8512,6.02,2,4.1,1.9,2935,54,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6876,25,1,160,80,116,586,170,13242,10.32,1,9.6,1.9,3267,80,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6877,21,1,181,105,20,495,165,11772,8.17,0,6.7,1.9,2875,83,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6878,28,1,167,61,104,513,87,15142,5.36,2,8.3,1.9,3686,88,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6879,20,2,154,106,20,930,94,11035,12.14,0,5.1,1.9,2578,63,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6880,36,0,187,102,69,132,140,3430,13.37,0,8.4,1.9,1572,78,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6881,32,0,174,104,52,565,132,19282,10.22,1,5.7,1.9,3569,54,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6882,37,0,187,50,62,193,83,17433,14.1,2,8.6,1.9,2984,80,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6883,20,0,173,63,11,297,155,7479,4.14,0,7.7,1.9,2806,81,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6884,43,0,182,51,101,460,164,15621,8.57,0,5.3,1.9,2764,68,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6885,48,2,174,118,22,704,129,12691,2.19,0,6.0,1.9,3910,51,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6886,25,1,180,118,60,184,160,17363,12.08,2,9.2,1.9,2042,82,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6887,36,0,192,101,73,377,82,8999,2.75,2,7.2,1.9,3644,65,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6888,40,1,151,95,11,127,86,4963,4.41,0,4.5,1.9,3143,66,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6889,57,1,189,99,89,989,99,6393,13.87,0,5.2,1.9,1634,77,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6890,27,2,187,68,46,939,127,7205,10.73,0,9.2,1.9,3956,55,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6891,39,1,164,69,13,360,127,1000,7.63,2,10.0,1.9,2830,70,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6892,19,1,152,86,23,867,87,8105,11.02,0,5.2,1.9,2234,52,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6893,28,0,180,61,108,731,93,18301,8.21,1,8.5,1.9,3802,55,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6894,56,1,184,109,31,199,162,5898,0.81,2,7.4,1.9,3550,61,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6895,54,2,192,78,33,996,138,7902,0.67,0,8.2,1.9,1817,71,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6896,50,1,162,51,119,903,101,3471,8.98,0,5.0,1.9,3511,81,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6897,20,2,157,91,52,909,107,4372,1.63,0,7.1,1.9,2056,84,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6898,30,1,181,85,61,661,136,12721,3.87,2,9.5,1.9,2749,55,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6899,49,1,181,95,63,742,146,5413,3.92,2,4.7,1.9,1680,71,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6900,55,2,180,103,80,105,114,15159,5.05,0,8.5,1.9,2210,86,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6901,42,0,182,65,23,739,129,10143,7.24,1,9.2,1.9,3859,86,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6902,41,2,189,66,90,146,160,7718,14.41,0,6.0,1.9,3203,60,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6903,42,2,178,74,53,118,128,1436,2.19,0,5.4,1.9,3013,84,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6904,55,1,163,111,41,357,134,15357,8.17,2,7.8,1.9,3985,65,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6905,32,0,193,90,79,952,151,7562,2.76,0,4.7,1.9,2241,67,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6906,55,1,197,66,73,962,93,14450,4.63,1,10.0,1.9,1545,71,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6907,37,0,178,101,67,970,147,8217,14.36,0,5.3,1.9,1942,73,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6908,23,2,174,64,82,439,138,17350,1.07,1,7.2,1.9,3021,67,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6909,28,0,164,61,119,739,111,14290,1.91,1,4.1,1.9,3094,70,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6910,33,2,178,110,43,563,121,8191,13.37,1,5.3,1.9,3105,71,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6911,31,0,184,114,82,855,85,12770,10.14,2,5.2,1.9,2488,83,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6912,18,2,152,68,60,727,170,18704,10.91,0,5.6,1.9,3817,85,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6913,35,2,195,97,92,741,173,6574,14.23,1,8.8,1.9,2880,62,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6914,40,0,183,55,85,238,147,8382,6.63,0,7.1,1.9,2170,61,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6915,41,2,181,75,33,238,102,13594,8.21,2,6.4,1.9,1837,73,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6916,22,2,188,86,23,232,92,4064,11.35,0,7.2,1.9,3300,50,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6917,42,0,156,53,84,632,104,4312,13.7,0,9.2,1.9,1824,64,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6918,20,2,152,114,41,682,110,9338,7.78,1,6.8,1.9,2669,56,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6919,20,0,188,51,37,879,179,12963,10.27,0,4.6,1.9,3922,73,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6920,25,0,167,62,96,715,136,13940,2.58,1,5.5,1.9,3677,59,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6921,45,0,186,64,42,560,87,9042,1.08,0,5.2,1.9,2605,83,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6922,31,2,151,76,75,538,95,12845,1.73,1,7.5,1.9,2994,55,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6923,53,2,171,110,64,448,148,14205,6.21,2,7.6,1.9,2080,53,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6924,50,1,193,51,51,741,134,17453,14.51,0,8.0,1.9,2438,66,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6925,27,0,197,78,25,867,98,10971,5.71,0,9.7,1.9,3377,57,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6926,25,0,162,116,65,334,114,19365,10.22,0,8.9,1.9,3021,84,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6927,19,0,197,70,18,745,114,2987,10.86,0,6.8,1.9,2877,67,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6928,54,0,173,104,47,833,126,1390,7.52,2,4.2,1.9,3092,60,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6929,29,1,184,108,86,227,103,2900,1.97,2,6.3,1.9,2304,86,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6930,36,0,159,119,86,362,100,15148,11.82,2,7.1,1.9,2296,57,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6931,33,2,191,97,97,358,113,9625,4.88,2,4.2,1.9,1666,60,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6932,20,1,182,116,118,254,134,11312,9.02,1,5.4,1.9,2498,67,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6933,44,2,185,86,13,341,128,11091,9.16,1,9.8,1.9,2246,66,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6934,54,2,185,52,36,793,113,17707,11.66,2,4.4,1.9,1751,71,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6935,28,2,190,51,63,240,124,8312,6.06,0,8.9,1.9,3600,50,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6936,47,0,161,110,82,894,138,5374,11.29,1,5.8,1.9,2625,87,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6937,37,1,194,72,89,733,89,2904,2.27,1,9.8,1.9,3528,60,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6938,40,2,191,104,82,873,94,4513,2.04,2,7.4,1.9,2389,63,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6939,40,1,198,83,82,760,110,13651,13.39,2,9.9,1.9,2002,61,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6940,28,1,158,93,34,796,97,18106,4.61,0,4.3,1.9,3741,80,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6941,20,2,161,68,48,446,166,11894,4.86,1,5.2,1.9,2307,84,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6942,24,2,175,76,53,765,138,16943,3.4,1,7.4,1.9,2009,79,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6943,18,2,159,109,80,220,170,6568,12.46,0,9.5,1.9,1817,53,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6944,36,2,188,96,11,778,177,1962,11.62,1,5.6,1.9,3360,83,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6945,24,0,177,60,23,936,113,9393,0.71,1,4.9,1.9,3127,64,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6946,57,2,180,88,59,834,138,3262,0.66,0,7.1,1.9,2136,88,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6947,36,1,157,63,40,523,94,2658,14.75,2,8.5,1.9,3704,82,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6948,51,2,155,75,115,506,110,7728,12.14,0,6.1,1.9,2712,85,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6949,30,2,178,56,117,644,122,14828,6.8,1,4.9,1.9,1920,60,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6950,56,1,165,63,96,639,151,5283,9.4,2,5.3,1.9,3060,79,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6951,50,2,196,63,101,706,120,17887,5.16,2,6.7,1.9,2867,68,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6952,52,0,160,65,44,647,110,4288,6.91,1,5.9,1.9,3772,68,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6953,42,1,173,86,19,641,161,5345,11.05,0,6.9,1.9,2525,73,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6954,36,1,158,61,106,909,170,16200,14.96,2,9.8,1.9,2254,76,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6955,52,0,183,82,95,984,103,19922,1.65,0,9.8,1.9,1929,52,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6956,28,2,196,83,72,672,93,8073,9.14,1,9.8,1.9,3284,51,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6957,29,0,189,102,63,945,109,1206,9.31,2,8.5,1.9,3555,78,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6958,49,0,185,119,108,699,154,8969,6.46,1,5.2,1.9,3971,74,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6959,23,1,195,74,19,632,85,1506,6.25,0,5.0,1.9,2869,80,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6960,44,2,180,85,111,713,94,2232,5.07,2,5.8,1.9,1664,83,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6961,29,2,176,80,62,857,164,1461,2.37,2,6.2,1.9,2780,79,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6962,25,2,177,108,115,613,136,3015,8.74,2,6.7,1.9,3920,55,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6963,51,2,194,55,33,408,106,19315,6.92,1,4.2,1.9,2034,55,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6964,21,0,164,67,71,861,158,15163,9.03,1,7.6,1.9,2447,51,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6965,37,2,177,115,39,179,135,13540,7.46,1,8.8,1.9,3298,72,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6966,55,1,168,61,53,457,148,9830,6.8,0,4.3,1.9,3845,63,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6967,52,2,158,75,67,816,112,7724,1.99,2,5.2,1.9,1656,83,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6968,55,0,161,108,100,424,136,7794,1.75,1,7.0,1.9,3800,55,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6969,35,0,179,88,14,737,138,12079,1.06,0,4.7,1.9,2835,83,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6970,24,1,150,71,30,850,154,18264,11.11,2,5.6,1.9,2074,63,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6971,18,1,192,72,31,127,139,3949,8.35,1,6.3,1.9,3775,83,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6972,45,0,164,90,53,245,130,7188,6.04,1,4.6,1.9,3852,82,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6973,19,1,191,105,72,852,111,1358,5.89,2,5.1,1.9,2464,77,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6974,38,0,157,81,73,360,135,1197,4.47,0,6.7,1.9,1580,72,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6975,53,2,159,115,30,435,157,19403,12.98,1,8.0,1.9,1692,69,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6976,44,0,154,119,16,275,111,15042,3.72,1,5.3,1.9,1983,59,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6977,50,0,166,118,99,853,119,15184,7.77,2,6.9,1.9,3645,81,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6978,34,0,160,113,88,983,142,13968,1.12,1,9.2,1.9,3700,50,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6979,27,2,150,53,74,810,146,13066,14.75,1,6.5,1.9,3796,87,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6980,38,1,188,106,31,304,157,6721,2.64,1,6.6,1.9,1503,54,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6981,48,1,168,95,116,892,176,8711,13.45,0,6.0,1.9,2117,60,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6982,52,0,180,119,32,614,118,4493,10.02,0,8.4,1.9,3851,84,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6983,40,0,164,71,118,601,146,5438,10.65,2,5.6,1.9,3063,87,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6984,44,1,179,63,15,823,110,2265,7.93,1,5.8,1.9,2390,79,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6985,20,2,195,50,55,935,87,1998,10.85,0,9.6,1.9,1519,73,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6986,33,0,171,65,22,382,90,3068,8.22,0,9.1,1.9,2448,86,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6987,55,1,174,65,42,939,126,2767,1.93,1,4.8,1.9,3808,75,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6988,35,1,199,63,66,532,126,17304,10.19,2,5.7,1.9,1785,63,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6989,25,0,192,91,119,478,134,5151,6.0,0,7.2,1.9,1993,73,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6990,31,0,194,119,94,754,111,9896,4.04,1,4.3,1.9,2757,53,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6991,31,0,171,60,37,330,133,11028,1.87,2,4.4,1.9,2535,53,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6992,25,0,165,99,115,197,126,5727,2.75,2,6.7,1.9,3313,79,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6993,49,2,179,95,94,809,119,2180,10.87,2,9.3,1.9,2854,70,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6994,25,2,160,85,63,829,145,1205,12.82,1,4.2,1.9,3880,88,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6995,53,0,159,89,47,571,167,11231,11.06,0,8.5,1.9,2103,82,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6996,43,2,158,110,58,830,148,1126,6.34,1,6.7,1.9,3094,88,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6997,19,0,165,116,80,230,156,10637,8.96,2,4.3,1.9,2858,56,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6998,41,1,194,97,94,173,131,1426,7.79,1,9.6,1.9,3932,89,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6999,58,0,180,118,28,602,95,7318,3.56,2,6.7,1.9,3528,57,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7000,27,0,155,74,63,944,109,17068,10.71,2,7.3,1.9,2965,84,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7001,57,2,187,73,46,471,81,9731,3.0,0,9.0,1.9,3601,54,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7002,43,2,188,69,61,284,114,2779,12.24,2,4.8,1.9,2816,86,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7003,36,0,163,95,55,731,97,12979,8.77,1,6.5,1.9,2581,63,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7004,54,1,170,60,44,514,176,3402,11.46,2,5.9,1.9,2143,57,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7005,41,1,196,66,79,210,117,1126,8.18,1,5.3,1.9,2470,51,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7006,57,2,185,106,59,948,105,15952,3.95,2,8.7,1.9,1802,54,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7007,54,2,161,52,39,576,103,5873,6.54,2,9.6,1.9,3767,51,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7008,41,1,185,115,106,199,142,13432,8.59,0,8.1,1.9,2777,60,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7009,24,2,150,93,68,141,93,14018,11.41,2,6.9,1.9,2194,55,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7010,45,2,172,104,71,618,177,5144,11.59,0,5.7,1.9,1563,89,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
7011,21,1,181,79,105,971,164,9400,7.8,0,7.6,1.9,2701,78,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
